soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
11-0000,"Education Administrators, Preschool and Childcare Center/Program",5201,"Review and interpret government codes and develop procedures to meet codes and to ensure facility safety, security, and maintenance.",Core,66.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Preschool and Childcare Center/Program",5205,Prepare and submit budget requests or grant proposals to solicit program funding.,Core,66.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Preschool and Childcare Center/Program",5207,"Collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",Core,67.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Preschool and Childcare Center/Program",5206,"Write articles, manuals, and other publications and assist in the distribution of promotional literature about programs and facilities.",Core,64.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Preschool and Childcare Center/Program",5208,"Inform businesses, community groups, and governmental agencies about educational needs, available programs, and program policies.",Core,67.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5225,Enforce discipline and attendance rules.,Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5212,"Confer with parents and staff to discuss educational activities, policies, and student behavioral or learning problems.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5226,"Observe teaching methods and examine learning materials to evaluate and standardize curricula and teaching techniques, and to determine areas where improvement is needed.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5232,"Collaborate with teachers to develop and maintain curriculum standards, develop mission statements, and set performance goals and objectives.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5224,"Recruit, hire, train, and evaluate primary and supplemental staff.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5222,"Evaluate curricula, teaching methods, and programs to determine their effectiveness, efficiency, and utilization, and to ensure that school activities comply with federal, state, and local regulations.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5215,"Counsel and provide guidance to students regarding personal, academic, vocational, or behavioral issues.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5227,"Establish, coordinate, and oversee particular programs across school districts, such as programs to evaluate student academic achievement.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5223,"Set educational standards and goals, and help establish policies and procedures to carry them out.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",18587,"Plan and lead professional development activities for teachers, administrators, and support staff.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5229,"Determine allocations of funds for staff, supplies, materials, and equipment, and authorize purchases.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5213,"Prepare and submit budget requests and recommendations, or grant proposals to solicit program funding.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5234,"Determine the scope of educational program offerings, and prepare drafts of course schedules and descriptions to estimate staffing and facility requirements.",Core,91.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5211,"Prepare, maintain, or oversee the preparation and maintenance of attendance, activity, planning, or personnel reports and records.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5210,"Review and approve new programs, or recommend modifications to existing programs, submitting program proposals for school board approval as necessary.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5231,Recommend personnel actions related to programs and services.,Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5221,"Direct and coordinate activities of teachers, administrators, and support staff at schools, public agencies, and institutions.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",18588,Participate in special education-related activities such as attending meetings and providing support to special educators throughout the district.,Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5216,"Organize and direct committees of specialists, volunteers, and staff to provide technical and advisory assistance for programs.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5214,Direct and coordinate school maintenance services and the use of school facilities.,Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5218,"Advocate for new schools to be built, or for existing facilities to be repaired or remodeled.",Core,91.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5219,"Plan and develop instructional methods and content for educational, vocational, or student activity programs.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5220,"Develop partnerships with businesses, communities, and other organizations to help meet identified educational needs and to provide school-to-work programs.",Core,92.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",18589,"Meet with federal, state, and local agencies to keep updated on policies and to discuss improvements for education programs.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",18590,"Plan, coordinate, and oversee school logistics programs such as bus and food services.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5228,"Review and interpret government codes, and develop programs to ensure adherence to codes and facility safety, security, and maintenance.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",5233,"Collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",Core,93.0,06/2010,Incumbent,Management Occupations
11-0000,"Education Administrators, Elementary and Secondary School",18591,Coordinate and direct extracurricular activities and programs such as after-school events and athletic contests.,Core,92.0,06/2010,Incumbent,Management Occupations
