,soc_code,title,task_id,task,task_type,Incumbents Responding,Date,Domain Source,SOC Title
443,11-0000,Storage and Distribution Managers,3291,"Supervise the activities of workers engaged in receiving, storing, testing, and shipping products or materials.",Core,24.0,06/2008,Occupational Expert,Management Occupations
444,11-0000,Storage and Distribution Managers,3295,"Interview, select, and train warehouse and supervisory personnel.",Core,24.0,06/2008,Occupational Expert,Management Occupations
445,11-0000,Storage and Distribution Managers,3292,"Plan, develop, or implement warehouse safety and security programs and activities.",Core,24.0,06/2008,Occupational Expert,Management Occupations
446,11-0000,Storage and Distribution Managers,3305,"Prepare or direct preparation of correspondence, reports, and operations, maintenance, and safety manuals.",Core,24.0,06/2008,Occupational Expert,Management Occupations
447,11-0000,Storage and Distribution Managers,3302,Issue shipping instructions and provide routing information to ensure that delivery times and locations are coordinated.,Core,24.0,06/2008,Occupational Expert,Management Occupations
448,11-0000,Storage and Distribution Managers,3296,"Confer with department heads to coordinate warehouse activities, such as production, sales, records control, or purchasing.",Core,24.0,06/2008,Occupational Expert,Management Occupations
449,11-0000,Storage and Distribution Managers,3293,"Review invoices, work orders, consumption reports, or demand forecasts to estimate peak delivery periods and to issue work assignments.",Core,24.0,06/2008,Occupational Expert,Management Occupations
450,11-0000,Storage and Distribution Managers,3298,"Inspect physical conditions of warehouses, vehicle fleets, or equipment and order testing, maintenance, repairs, or replacements.",Core,24.0,06/2008,Occupational Expert,Management Occupations
451,11-0000,Storage and Distribution Managers,3294,"Schedule or monitor air or surface pickup, delivery, or distribution of products or materials.",Core,24.0,06/2008,Occupational Expert,Management Occupations
452,11-0000,Storage and Distribution Managers,3297,Respond to customers' or shippers' questions and complaints regarding storage and distribution services.,Core,24.0,06/2008,Occupational Expert,Management Occupations
453,11-0000,Storage and Distribution Managers,3299,"Develop and document standard and emergency operating procedures for receiving, handling, storing, shipping, or salvaging products or materials.",Core,24.0,06/2008,Occupational Expert,Management Occupations
454,11-0000,Storage and Distribution Managers,3312,"Develop or implement plans for facility modification or expansion, such as equipment purchase or changes in space allocation or structural design.",Core,24.0,06/2008,Occupational Expert,Management Occupations
455,11-0000,Storage and Distribution Managers,3310,"Track and trace goods while they are en route to their destinations, expediting orders when necessary.",Core,24.0,06/2008,Occupational Expert,Management Occupations
456,11-0000,Storage and Distribution Managers,3301,"Negotiate with carriers, warehouse operators, or insurance company representatives for services and preferential rates.",Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
457,11-0000,Storage and Distribution Managers,3306,Arrange for necessary shipping documentation and contact customs officials to effect release of shipments.,Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
458,11-0000,Storage and Distribution Managers,3308,Evaluate freight or inventory costs associated with transit times to ensure that costs are appropriate.,Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
459,11-0000,Storage and Distribution Managers,3307,Advise sales and billing departments of transportation charges for customers' accounts.,Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
460,11-0000,Storage and Distribution Managers,3303,Examine invoices and shipping manifests for conformity to tariff and customs regulations.,Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
461,11-0000,Storage and Distribution Managers,3313,Evaluate locations for new warehouses or distribution networks to determine their potential usefulness.,Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
462,11-0000,Storage and Distribution Managers,3309,Participate in setting transportation and service rates.,Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
463,11-0000,Storage and Distribution Managers,3300,Examine products or materials to estimate quantities or weight and type of container required for storage or transport.,Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
464,11-0000,Storage and Distribution Managers,3311,Arrange for storage facilities when required.,Supplemental,24.0,06/2008,Occupational Expert,Management Occupations
465,11-0000,Storage and Distribution Managers,19511,"Develop or implement plans for storage and distribution activities that emphasize technological solutions for sustainability, such as investment in smart or eco-friendly containers, dynamic distribution networks, warehouse renovations, or fuel efficient fleets.",,,07/2011,Analyst,Management Occupations
466,11-0000,Storage and Distribution Managers,19512,"Develop storage and distribution models that include factors such as warehouse locations, customer locations, or available transportation modes to maximize operational efficiency or sustainability.",,,07/2011,Analyst,Management Occupations
467,11-0000,Storage and Distribution Managers,19513,Evaluate contractors or business partners for operational efficiency or safety or environmental performance records.,,,07/2011,Analyst,Management Occupations
468,11-0000,Storage and Distribution Managers,19514,Evaluate the environmental implications of new warehouses or distribution networks.,,,07/2011,Analyst,Management Occupations
469,11-0000,Storage and Distribution Managers,19515,"Identify and implement carbon minimization activities to offset carbon emissions, such as by planting trees, purchasing carbon credits, or purchasing green technologies, such as air filtration or alternative energy vehicles or power.",,,07/2011,Analyst,Management Occupations
470,11-0000,Storage and Distribution Managers,19516,Plan or implement environmental training programs and activities.,,,07/2011,Analyst,Management Occupations
471,11-0000,Storage and Distribution Managers,19517,"Select modes of transportation for the distribution of goods that minimize pollution, such as carbon output or other environmental impacts.",,,07/2011,Analyst,Management Occupations
472,11-0000,Logistics Managers,15740,"Resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.",Core,23.0,07/2011,Occupational Expert,Management Occupations
473,11-0000,Logistics Managers,15752,"Collaborate with other departments to integrate logistics with business systems or processes, such as customer sales, order management, accounting, or shipping.",Core,23.0,07/2011,Occupational Expert,Management Occupations
474,11-0000,Logistics Managers,15737,"Maintain metrics, reports, process documentation, customer service logs, or training or safety records.",Core,23.0,07/2011,Occupational Expert,Management Occupations
475,11-0000,Logistics Managers,15754,"Supervise the work of logistics specialists, planners, or schedulers.",Core,23.0,07/2011,Occupational Expert,Management Occupations
476,11-0000,Logistics Managers,15756,"Direct inbound or outbound logistics operations, such as transportation or warehouse activities, safety performance, or logistics quality management.",Core,23.0,07/2011,Occupational Expert,Management Occupations
477,11-0000,Logistics Managers,19987,"Direct or coordinate comprehensive logistical or reverse logistical functions for product life cycles, including acquisition, distribution, internal allocation, delivery, recycling, reuse, or final disposal of resources.",Core,23.0,07/2011,Occupational Expert,Management Occupations
478,11-0000,Logistics Managers,19988,Negotiate with suppliers or customers to improve supply chain efficiency or sustainability.,Core,23.0,07/2011,Occupational Expert,Management Occupations
479,11-0000,Logistics Managers,15749,"Direct distribution center operation to ensure achievement of cost, productivity, accuracy, or timeliness objectives.",Core,23.0,07/2011,Occupational Expert,Management Occupations
480,11-0000,Logistics Managers,15745,Negotiate transportation rates or services.,Core,23.0,07/2011,Occupational Expert,Management Occupations
